"lang"
{
    "Language"      "Russian"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_Description"                 "Пассивная: Cold Attack — каждая атака замедляет скорость передвижения и атаки цели на %aura_duration% секунд.\nFrozen Radiance — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки. Eye of Skadi сочетается с модификаторами атаки, дарующими вампиризм.\n\nАктивируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %cold_movement_speed_pct%%%, скорость атаки на %cold_attack_speed% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_bonus_all_stats"             "+$all"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_bonus_health"                "+$health"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_bonus_mana"                  "+$mana"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_bonus_damage"                "+$damage"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_aura_damage_per_second"      "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_blind_pct"                   "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_aura_radius"                 "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_move_speed_slow_pct"         "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_frozen_inactive_attack_speed_slow"           "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_ability_item_essential_orb_fire_1"                                  "Fire Orb"
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_Description"                      "Активируемая: Fireball - Создать огненный шар, который наносит урон и поджигает всех противников, которых заденет. Урон растёт от числа задетых юнитов. Подожженные юниты будут получать урон со временем и получат понижение брони."
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_range"                            "РАДИУС ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_speed"                            "СКОРОСТЬ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_damage_hit_growth"                "УРОН ЗА ЮНИТА:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_burn_duration"                    "ДЛИТЕЛЬНОСТЬ ПОДЖИГАНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_burn_damage_per_sec"              "УРОН В СЕКУНДУ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_1_burn_armor"                       "ПОНИЖЕНИЕ БРОНИ:"

        "DOTA_Tooltip_ability_item_essential_orb_fire_2"                                  "Fire Orb"
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_Description"                      "Активируемая: Fireball - Создать огненный шар, который наносит урон и поджигает всех противников, которых заденет. Урон растёт от числа задетых юнитов. Подожженные юниты будут получать урон со временем и получат понижение брони."
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_range"                            "РАДИУС ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_speed"                            "СКОРОСТЬ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_damage_hit_growth"                "УРОН ЗА ЮНИТА:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_burn_duration"                    "ДЛИТЕЛЬНОСТЬ ПОДЖИГАНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_burn_damage_per_sec"              "УРОН В СЕКУНДУ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_2_burn_armor"                       "ПОНИЖЕНИЕ БРОНИ:"

        "DOTA_Tooltip_ability_item_essential_orb_fire_3"                                  "Fire Orb"
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_Description"                      "Активируемая: Fireball - Создать огненный шар, который наносит урон и поджигает всех противников, которых заденет. Урон растёт от числа задетых юнитов. Подожженные юниты будут получать урон со временем и получат понижение брони."
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_range"                            "РАДИУС ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_speed"                            "СКОРОСТЬ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_damage_hit_growth"                "УРОН ЗА ЮНИТА:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_burn_duration"                    "ДЛИТЕЛЬНОСТЬ ПОДЖИГАНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_burn_damage_per_sec"              "УРОН В СЕКУНДУ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_3_burn_armor"                       "ПОНИЖЕНИЕ БРОНИ:"

        "DOTA_Tooltip_ability_item_essential_orb_fire_4"                                  "Fire Orb"
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_Description"                      "Активируемая: Fireball - Создать огненный шар, который наносит урон и поджигает всех противников, которых заденет. Урон растёт от числа задетых юнитов. Подожженные юниты будут получать урон со временем и получат понижение брони."
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_range"                            "РАДИУС ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_speed"                            "СКОРОСТЬ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_damage_hit_growth"                "УРОН ЗА ЮНИТА:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_burn_duration"                    "ДЛИТЕЛЬНОСТЬ ПОДЖИГАНИЯ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_burn_damage_per_sec"              "УРОН В СЕКУНДУ:"
        "DOTA_Tooltip_ability_item_essential_orb_fire_4_burn_armor"                       "ПОНИЖЕНИЕ БРОНИ:"
